job_role,country,is_remote,schedule_type,posted_date,salary_year_avg,no_degree_required,health_insurance,python,sql,aws,spark,r,azure,tableau,java,snowflake,hadoop,power bi,job_skills_clean
Data Scientist,United States,True,Full-time,2023-01-21,300000.0,False,False,1,0,0,0,0,0,0,0,0,0,0,"['python', 'numpy', 'pandas']"
Data Scientist,United States,False,Full-time,2023-02-15,105000.0,False,False,1,1,0,0,0,0,1,0,0,0,0,"['python', 'sql', 'mysql', 'postgresql', 'django', 'tableau', 'word']"
Data Scientist,United States,False,Full-time,2023-03-22,83200.0,False,True,0,1,0,0,1,0,1,0,0,0,1,"['r', 'sql', 'postgresql', 'tableau', 'cognos', 'power bi']"
Senior Data Scientist,United States,False,Full-time,2023-02-15,157500.0,False,True,0,1,0,0,0,0,0,0,0,0,0,['sql']
Data Engineer,United States,False,Full-time,2023-02-19,90000.0,False,False,1,1,0,1,0,0,0,1,0,0,0,"['python', 'javascript', 'java', 'matlab', 'sql', 'bash', 'shell', 'html', 'oracle', 'spark', 'selenium', 'angular', 'docker', 'kubernetes']"
Data Scientist,United States,False,Full-time and Part-time,2023-09-22,92500.0,False,True,1,0,1,0,1,1,0,1,0,0,0,"['r', 'python', 'java', 'scala', 'sas', 'sas', 'matlab', 'aws', 'azure', 'ibm cloud', 'spss']"
Data Engineer,United States,False,Full-time,2023-04-29,147500.0,False,True,1,1,1,0,0,1,0,1,1,0,0,"['sql', 'nosql', 'mongodb', 'mongodb', 'python', 'java', 'c++', 'scala', 'mysql', 'sql server', 'dynamodb', 'cassandra', 'snowflake', 'aws', 'azure', 'airflow', 'excel', 'kubernetes', 'docker']"
Senior Data Engineer,Sudan,False,Full-time,2023-09-22,194000.0,False,False,1,1,0,1,0,0,0,1,0,0,0,"['python', 'java', 'sql', 'no-sql', 'spark']"
Senior Data Scientist,Sudan,False,Full-time,2023-11-06,120000.0,False,False,1,0,0,0,0,0,0,0,0,0,0,['python']
Data Scientist,United States,False,Full-time,2023-04-04,125000.0,False,True,1,0,1,0,0,0,0,0,0,0,0,"['python', 'aws']"
Data Scientist,Uzbekistan,True,Full-time,2023-03-29,30750.0,False,False,0,1,0,0,0,0,0,0,0,0,0,['sql']
Data Engineer,United States,False,Full-time and Part-time,2023-09-11,305500.0,False,True,1,0,1,0,0,0,0,1,0,0,0,"['python', 'java', 'scala', 'aws', 'node']"
Data Scientist,United States,False,Full-time,2023-03-27,108000.0,False,True,1,0,0,0,1,0,1,0,0,0,0,"['python', 'r', 'tableau']"
Data Engineer,France,False,Full-time,2023-07-11,89100.0,False,False,0,0,0,1,0,0,0,0,0,0,0,"['spark', 'jenkins']"
Data Scientist,United States,False,Full-time,2023-06-12,84800.0,False,True,1,1,0,0,1,1,1,0,0,0,0,"['python', 'r', 'sql', 'databricks', 'azure', 'tableau', 'excel']"
Data Engineer,United States,False,Full-time,2023-04-12,98000.0,False,True,0,1,1,0,0,0,0,0,0,0,0,"['sql', 'powershell', 'shell', 'go', 'sql server', 'oracle', 'aws', 'linux']"
Data Engineer,United States,False,Full-time,2023-02-27,98283.0,False,False,1,0,0,1,1,1,0,1,0,0,0,"['scala', 'java', 'python', 'r', 'go', 'gcp', 'azure', 'spark', 'github', 'bitbucket']"
Senior Data Engineer,United States,False,Full-time,2023-06-12,219500.0,False,True,1,1,0,1,0,0,0,1,0,1,0,"['java', 'scala', 'python', 'sql', 'spark', 'kafka', 'hadoop']"
Data Engineer,United States,False,Full-time,2023-02-14,147500.0,True,False,1,1,1,1,0,0,0,0,0,0,0,"['sql', 'python', 'aws', 'airflow', 'kafka', 'spark']"
Data Scientist,Sudan,False,Full-time,2023-10-25,90000.0,False,False,1,1,0,0,1,0,0,0,0,0,1,"['r', 'python', 'sql', 'excel', 'power bi']"
Data Scientist,United States,False,Full-time,2023-08-08,112250.0,False,True,1,0,0,0,1,0,0,0,0,0,0,"['r', 'python', 'nosql', 'pandas', 'numpy', 'jupyter', 'linux', 'ubuntu', 'centos']"
Senior Data Engineer,United States,False,Full-time,2023-06-22,90000.0,True,True,0,0,1,0,0,0,0,0,0,0,0,['aws']
Data Scientist,United States,True,Full-time,2023-06-19,200000.0,False,True,1,0,1,0,0,0,0,0,0,0,0,"['python', 'aws', 'tensorflow', 'pytorch']"
Data Engineer,Sudan,True,Full-time,2023-02-08,145000.0,False,False,1,1,1,0,0,1,1,1,1,0,0,"['sql', 'python', 'ruby', 'ruby', 'javascript', 'java', 'snowflake', 'redshift', 'aws', 'azure', 'databricks', 'gcp', 'tableau', 'ssis']"
Data Engineer,United States,False,Full-time,2023-11-12,164000.0,False,False,1,1,0,0,0,0,0,0,0,0,0,"['sql', 'python', 'c++', 'c#', 'scala']"
Data Scientist,United States,False,Full-time,2023-07-17,116250.0,False,True,1,0,0,0,1,0,1,0,0,0,0,"['python', 'r', 'tableau', 'excel']"
Senior Data Scientist,United States,False,Full-time,2023-03-27,127000.0,False,True,0,1,0,0,1,0,1,0,0,1,0,"['r', 'sql', 'sql server', 'postgresql', 'oracle', 'hadoop', 'ssis', 'alteryx', 'tableau']"
Data Scientist,United States,False,Full-time,2023-08-19,80718.0,False,True,0,0,0,0,1,0,1,0,0,0,1,"['r', 'power bi', 'tableau', 'cognos', 'spss']"
Senior Data Scientist,United States,False,Full-time and Part-time,2023-11-17,135144.5,False,False,0,0,0,0,1,0,1,0,0,0,0,"['sas', 'sas', 'r', 'tableau', 'spss']"
Data Scientist,Sudan,False,Full-time,2023-07-06,150000.0,False,True,1,1,0,0,0,0,0,0,0,0,0,"['python', 'sql']"
Senior Data Engineer,United States,False,Full-time,2023-07-22,166000.0,False,False,1,1,0,0,0,1,0,1,1,0,0,"['sql', 'python', 'java', 'scala', 'snowflake', 'databricks', 'azure', 'docker']"
Data Engineer,United States,True,Full-time,2023-06-19,105000.0,False,True,1,1,1,0,0,0,0,0,0,0,0,"['python', 't-sql', 'sql', 'powershell', 'sql server', 'aws', 'airflow', 'ssis', 'ssrs']"
Data Scientist,United Kingdom,False,Full-time,2023-12-15,154000.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'r', 'python']"
Data Engineer,India,False,Full-time,2023-07-11,96773.0,True,False,1,1,0,0,0,0,0,0,0,1,0,"['sql', 'python', 'shell', 'gcp', 'pyspark', 'hadoop', 'unix', 'github']"
Data Scientist,United States,False,Full-time,2023-08-08,68000.0,False,False,1,1,1,0,0,0,0,0,0,0,0,"['python', 'sql', 'aws']"
Data Engineer,Sudan,False,Full-time,2023-03-03,115000.0,False,True,1,1,0,1,0,0,0,1,0,1,0,"['sql', 'python', 'java', 'no-sql', 'c', 'spark', 'hadoop']"
Senior Data Scientist,United States,False,Full-time,2023-03-22,127000.0,False,True,0,1,0,0,1,0,1,0,0,1,0,"['r', 'sql', 'sql server', 'postgresql', 'oracle', 'hadoop', 'ssis', 'alteryx', 'tableau']"
Data Engineer,United States,True,Full-time,2023-09-09,233000.0,False,False,1,1,0,0,0,0,0,0,0,0,0,"['sql', 'python']"
Data Engineer,United States,False,Full-time,2023-09-16,122500.0,False,True,1,0,0,0,0,0,0,0,1,0,0,"['python', 'snowflake', 'redshift', 'bigquery', 'linux']"
Data Scientist,United Kingdom,False,Full-time,2023-11-03,165000.0,False,False,1,1,0,0,0,0,0,0,0,0,0,"['python', 'sql', 'nosql', 'pytorch', 'keras', 'tensorflow', 'word']"
Data Engineer,United States,False,Full-time,2023-02-24,161952.0,False,True,1,1,1,1,0,0,0,1,1,0,0,"['python', 'sql', 'scala', 'java', 'sql server', 'aws', 'snowflake', 'pyspark', 'kafka', 'spark', 'unix', 'flow']"
Data Engineer,Greece,False,Full-time,2023-03-07,89100.0,False,False,1,1,0,0,0,1,0,0,0,0,0,"['sql', 't-sql', 'python', 'scala', 'sql server', 'azure', 'databricks', 'ssis', 'ssrs']"
Data Engineer,United States,False,Full-time,2023-06-26,125000.0,False,False,1,0,0,0,0,0,1,1,0,1,0,"['python', 'java', 'nosql', 'mongo', 'cassandra', 'hadoop', 'pyspark', 'airflow', 'tableau', 'cognos', 'git', 'svn']"
Data Engineer,United States,False,Full-time,2023-07-12,125000.0,False,False,0,1,0,0,0,1,0,0,1,0,0,"['sql', 'azure', 'snowflake', 'sap']"
Senior Data Engineer,Sudan,False,Full-time,2023-10-08,260775.0,False,True,1,1,0,1,0,0,0,0,0,1,0,"['sql', 'python', 'go', 'c++', 'hadoop', 'spark']"
Senior Data Engineer,United States,False,Full-time,2023-05-29,90000.0,False,True,0,0,0,0,0,0,0,0,0,0,0,"['shell', 'bash', 'db2', 'oracle', 'unix']"
Senior Data Engineer,Sudan,False,Full-time,2023-04-25,162500.0,False,True,1,1,1,0,0,0,0,0,0,0,0,"['python', 'sql', 'aws', 'tensorflow', 'pytorch', 'scikit-learn', 'jenkins']"
Data Scientist,United States,False,Full-time,2023-08-28,151950.0,False,False,1,1,0,0,1,0,0,1,0,0,0,"['python', 'r', 'java', 'sas', 'sas', 'sql', 'oracle']"
Data Scientist,United States,False,Full-time,2023-08-31,166677.0,False,True,1,1,1,1,1,0,0,1,0,1,0,"['python', 'r', 'java', 'perl', 'sql', 'aws', 'pytorch', 'tensorflow', 'scikit-learn', 'spark', 'pyspark', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'theano', 'keras', 'nltk', 'opencv', 'plotly', 'hadoop', 'splunk', 'jenkins', 'kubernetes', 'docker', 'git', 'jira']"
Data Scientist,Canada,False,Full-time,2023-01-27,99150.0,True,False,1,0,1,1,0,0,0,0,1,0,0,"['python', 'snowflake', 'databricks', 'aws', 'spark', 'airflow', 'pyspark', 'kubernetes', 'terraform', 'flow']"
Data Scientist,Sudan,True,Full-time,2023-04-19,115000.0,False,True,0,1,0,0,0,0,0,0,0,0,1,"['sql', 'sql server', 'power bi', 'excel', 'visio', 'word', 'outlook']"
Senior Data Scientist,United States,False,Full-time,2023-08-09,327330.0,False,True,1,1,0,1,1,0,0,0,0,0,0,"['sql', 'python', 'r', 'go', 'spark']"
Data Scientist,United States,True,Full-time,2023-09-16,198500.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r']"
Data Engineer,United States,False,Full-time,2023-04-20,192500.0,False,True,1,1,1,0,0,0,0,0,1,0,0,"['shell', 'sql', 'python', 'redshift', 'snowflake', 'aws', 'jupyter']"
Senior Data Engineer,United States,False,Full-time,2023-11-17,125000.0,True,False,1,0,1,0,0,0,0,0,0,0,0,"['python', 'aws', 'databricks', 'pyspark']"
Data Engineer,United States,True,Full-time,2023-02-08,135000.0,False,True,0,0,1,0,0,0,0,0,1,0,0,"['snowflake', 'aws', 'airflow', 'qlik', 'docker']"
Data Engineer,United States,False,Full-time,2023-01-28,90000.0,False,False,0,1,0,0,0,0,0,0,0,0,0,"['sql', 'nosql', 'sql server', 'mysql', 'oracle', 'gdpr', 'excel', 'word', 'powerpoint', 'unity']"
Senior Data Engineer,United States,False,Full-time,2023-07-22,166000.0,False,False,1,1,0,0,0,1,0,1,1,0,0,"['sql', 'python', 'java', 'scala', 'snowflake', 'databricks', 'azure', 'docker']"
Data Engineer,United States,False,Full-time,2023-08-08,102500.0,False,True,1,1,1,0,0,0,0,0,0,0,0,"['python', 'sql', 'postgresql', 'aws', 'pandas', 'flow', 'docker', 'git', 'terraform']"
Data Engineer,United States,False,Full-time,2023-04-18,120000.0,False,True,1,1,1,0,0,0,0,0,0,0,0,"['sql', 'python', 'aws', 'airflow', 'ssrs', 'word']"
Senior Data Engineer,United States,False,Full-time,2023-06-14,170000.0,True,True,1,0,0,1,0,1,0,0,0,1,0,"['python', 'scala', 'azure', 'hadoop', 'spark', 'kafka']"
Data Engineer,United States,False,Full-time,2023-07-06,150000.0,False,True,1,1,1,1,0,0,0,1,0,1,0,"['sql', 'python', 'ruby', 'ruby', 'java', 'elasticsearch', 'aws', 'redshift', 'hadoop', 'spark']"
Senior Data Scientist,United States,False,Full-time,2023-05-25,115000.0,False,True,1,1,0,0,1,0,1,0,0,1,0,"['r', 'python', 'sas', 'sas', 'sql', 'db2', 'oracle', 'hadoop', 'tableau']"
Data Scientist,United States,False,Full-time,2023-08-08,95005.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['python', 'javascript', 'r', 'sql']"
Data Engineer,Serbia,False,Full-time,2023-05-15,147500.0,False,False,1,0,1,1,0,0,0,1,0,1,0,"['java', 'scala', 'python', 'clojure', 'ruby', 'ruby', 'mongodb', 'mongodb', 'aws', 'hadoop', 'kafka', 'spark', 'airflow', 'spring', 'kubernetes', 'docker']"
Data Scientist,United States,False,Full-time,2023-11-26,103128.0,False,False,0,0,0,0,1,0,0,0,0,0,0,"['r', 'electron']"
Data Engineer,United States,False,Full-time,2023-08-18,129500.0,False,True,1,0,0,1,0,0,0,1,0,1,0,"['golang', 'scala', 'python', 'java', 'hadoop', 'spark']"
Data Engineer,United States,False,Full-time,2023-12-24,145500.0,False,False,1,1,1,0,1,1,0,1,0,0,0,"['python', 'sql', 'java', 'r', 'aws', 'azure', 'express', 'linux', 'ubuntu', 'centos', 'windows', 'excel', 'git']"
Data Engineer,United States,False,Full-time,2023-04-10,246500.0,False,True,1,1,1,1,0,1,0,1,1,1,0,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']"
Data Engineer,United States,False,Full-time,2023-06-16,140000.0,True,True,1,1,0,1,1,0,1,0,0,0,0,"['python', 'r', 'sql', 'mongodb', 'mongodb', 'mysql', 'mariadb', 'oracle', 'spark', 'tableau', 'excel', 'kubernetes']"
Senior Data Engineer,United States,False,Full-time,2023-04-10,173500.0,False,True,1,1,1,1,0,1,0,1,1,1,0,"['python', 'java', 'scala', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'aws', 'redshift', 'snowflake', 'azure', 'hadoop', 'kafka', 'spark']"
Senior Data Engineer,Costa Rica,False,Full-time,2023-03-02,165000.0,False,False,1,1,1,1,0,1,0,0,0,0,0,"['python', 'scala', 'sql', 'databricks', 'azure', 'aws', 'spark', 'unify']"
Senior Data Scientist,United States,False,Full-time and Part-time,2023-11-17,135144.5,False,False,0,0,0,0,1,0,1,0,0,0,0,"['sas', 'sas', 'r', 'tableau', 'spss']"
Data Engineer,United States,True,Full-time,2023-02-10,72750.0,False,True,1,1,0,0,0,1,0,0,1,0,0,"['python', 'sql', 'javascript', 'swift', 'kotlin', 'bigquery', 'azure', 'snowflake', 'databricks', 'github']"
Data Scientist,United States,False,Full-time,2023-04-03,115000.0,False,False,1,0,0,0,0,0,1,0,0,0,0,"['python', 'bigquery', 'excel', 'tableau']"
Data Scientist,United States,False,Full-time,2023-08-08,137875.0,False,True,1,1,1,0,1,0,0,0,0,0,0,"['python', 'r', 'sql', 'aws', 'gcp', 'databricks', 'pyspark']"
Data Scientist,United States,False,Full-time,2023-07-07,198500.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r']"
Senior Data Engineer,United States,False,Full-time,2023-02-06,151950.0,False,False,1,0,1,1,0,0,0,1,1,1,0,"['sas', 'sas', 'scala', 'java', 'python', 'snowflake', 'aws', 'hadoop', 'pyspark', 'spark', 'kafka', 'docker', 'kubernetes']"
Data Scientist,United States,False,Full-time,2023-05-08,200000.0,False,False,0,0,0,0,0,0,0,0,0,0,0,"['spring', 'powerpoint', 'excel']"
Senior Data Engineer,Sudan,True,Full-time,2023-11-08,165000.0,False,False,1,1,1,1,0,0,1,0,0,0,0,"['python', 'sql', 'aws', 'spark', 'airflow', 'tableau']"
Data Scientist,United States,True,Full-time,2023-10-28,120000.0,False,False,1,1,0,0,0,0,0,0,0,0,0,"['sql', 'python', 'bigquery', 'excel']"
Senior Data Scientist,United States,False,Full-time,2023-05-11,150000.0,False,True,1,1,0,1,0,0,0,0,0,0,0,"['sql', 'python', 'spark']"
Data Scientist,United States,False,Full-time,2023-08-08,174720.0,False,True,1,1,0,1,0,0,1,0,1,0,0,"['python', 'sql', 'databricks', 'snowflake', 'spark', 'pyspark', 'scikit-learn', 'jupyter', 'airflow', 'tableau', 'looker', 'github']"
Senior Data Engineer,United States,False,Full-time and Part-time,2023-11-27,173500.0,False,True,1,1,1,1,0,1,0,1,1,1,0,"['scala', 'nosql', 'python', 'sql', 'java', 'mongo', 'shell', 'mysql', 'cassandra', 'aws', 'azure', 'redshift', 'snowflake', 'hadoop', 'spark', 'kafka', 'angular']"
Data Scientist,United States,False,Full-time,2023-08-30,115000.0,False,True,1,1,0,1,1,0,1,1,0,1,0,"['python', 'ruby', 'ruby', 'r', 'matlab', 'scala', 'java', 'sas', 'sas', 'sql', 'hadoop', 'spark', 'kafka', 'tensorflow', 'pytorch', 'keras', 'spss', 'tableau']"
Senior Data Scientist,United States,False,Full-time,2023-06-02,150000.0,False,True,1,1,0,0,1,0,0,0,1,0,0,"['python', 'r', 'sql', 'snowflake', 'numpy', 'pandas', 'matplotlib', 'scikit-learn', 'looker']"
Data Scientist,United States,False,Full-time,2023-08-21,175000.0,False,False,0,0,0,0,0,0,0,0,0,0,0,"['c', 'jupyter', 'word', 'excel', 'powerpoint', 'git', 'jenkins', 'jira']"
Senior Data Scientist,France,False,Full-time,2023-06-22,157500.0,False,False,0,1,0,1,0,0,0,1,0,0,0,"['sql', 'mongodb', 'mongodb', 'java', 'elasticsearch', 'spark', 'airflow']"
Senior Data Engineer,Singapore,False,Full-time,2023-05-01,147500.0,False,False,0,0,0,0,0,0,0,1,0,0,0,"['java', 'nosql', 'mysql', 'postgresql', 'db2', 'oracle', 'spring', 'kafka']"
Data Engineer,United States,False,Full-time,2023-06-01,375000.0,False,True,1,0,1,0,0,0,0,1,0,0,0,"['python', 'java', 'scala', 'aws', 'node']"
Data Scientist,United States,False,Full-time,2023-07-15,198500.0,False,False,1,1,0,1,1,0,0,0,0,1,0,"['sql', 'python', 'r', 'spark', 'hadoop']"
Senior Data Scientist,Guam,True,Full-time,2023-01-18,137500.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r', 'databricks', 'excel']"
Data Engineer,Hungary,False,Full-time,2023-08-31,147500.0,False,False,1,0,0,0,0,0,0,1,0,0,0,"['shell', 'python', 'java', 'oracle', 'linux', 'unix']"
Data Engineer,United States,True,Full-time,2023-07-17,300000.0,True,False,1,1,0,0,0,0,0,0,0,0,0,"['python', 'sql']"
Data Scientist,United States,False,Full-time,2023-08-08,160136.5,False,True,1,0,0,0,0,0,0,0,0,0,0,"['go', 'python', 'pytorch', 'excel']"
Data Engineer,India,False,Full-time,2023-12-15,155000.0,False,False,1,1,0,1,1,0,1,1,0,1,0,"['python', 'r', 'java', 'sql', 'nosql', 'hadoop', 'spark', 'tableau', 'git', 'docker', 'kubernetes']"
Data Engineer,Hong Kong,False,Full-time,2023-11-01,94001.0,False,False,1,1,0,1,0,0,0,0,0,0,0,"['sql', 'python', 'databricks', 'spark', 'airflow', 'yarn']"
Data Engineer,United States,False,Full-time,2023-10-13,78000.0,False,True,1,1,0,0,0,0,0,1,0,0,0,"['java', 'python', 'scala', 'sql']"
Data Scientist,United States,False,Full-time,2023-12-13,100000.0,False,False,1,1,0,0,0,0,0,1,0,0,0,"['java', 'dart', 'typescript', 'javascript', 'python', 'php', 'perl', 'sql', 'matlab', 'sql server', 'electron', 'flutter', 'windows']"
Senior Data Engineer,United States,False,Full-time,2023-07-26,155000.0,True,True,1,0,1,1,0,0,0,0,0,0,0,"['python', 'mysql', 'aws', 'spark', 'jupyter']"
Data Engineer,Sudan,False,Full-time,2023-06-22,125000.0,False,True,1,1,0,1,0,0,0,0,0,0,0,"['sql', 'python', 'nosql', 'html', 'sql server', 'pandas', 'spark', 'linux', 'word']"
Data Engineer,United States,False,Full-time,2023-02-24,152500.0,False,True,0,1,0,0,0,0,1,0,0,0,1,"['sql', 'c#', 'sql server', 'ssis', 'ssrs', 'tableau', 'power bi']"
Data Scientist,Canada,False,Full-time,2023-08-02,132500.0,False,False,1,1,0,0,0,0,0,0,0,0,0,"['python', 'sql', 'pandas', 'scikit-learn', 'numpy']"
Senior Data Engineer,United States,False,Full-time,2023-10-14,200000.0,False,False,1,1,0,1,0,0,0,0,0,0,0,"['sql', 'python', 'mongodb', 'mongodb', 'spark']"
Data Engineer,United States,False,Full-time,2023-08-27,205000.0,False,False,1,1,0,1,0,0,0,0,0,1,0,"['sql', 'python', 'go', 'c++', 'hadoop', 'spark']"
Data Scientist,Costa Rica,False,Full-time,2023-03-03,63000.0,False,False,0,0,1,0,0,0,1,0,0,0,0,"['aws', 'word', 'excel', 'tableau', 'alteryx']"
Senior Data Scientist,United States,False,Full-time,2023-08-30,177885.5,False,True,1,0,0,0,1,0,0,0,0,0,0,"['python', 'r', 'scala', 'tensorflow', 'pytorch']"
Data Scientist,United States,False,Full-time,2023-01-12,207560.0,False,True,1,1,0,0,0,0,0,0,0,0,0,"['sql', 'python']"
Senior Data Scientist,United States,False,Full-time,2023-11-22,227500.0,False,True,1,1,0,0,1,0,0,0,0,0,0,"['python', 'r', 'sql', 'nosql']"
Senior Data Engineer,United States,False,Full-time and Part-time,2023-12-11,173500.0,False,True,1,1,1,1,0,1,0,1,1,1,0,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']"
Data Engineer,United States,False,Full-time,2023-02-06,175000.0,True,True,1,0,1,0,0,0,0,0,0,0,0,"['python', 'scala', 'c++', 'aws', 'docker']"
Data Scientist,United States,False,Part-time,2023-12-13,125000.0,False,True,0,0,0,0,1,0,0,0,0,0,0,"['r', 'c', 'express']"
Data Engineer,United States,False,Full-time,2023-06-16,115000.0,False,False,0,1,1,0,0,1,0,0,1,0,0,"['sql', 'snowflake', 'databricks', 'gcp', 'aws', 'azure']"
Data Scientist,Greece,False,Full-time,2023-10-23,89100.0,False,False,1,0,0,0,0,0,0,0,0,0,0,"['python', 'julia', 'express', 'trello', 'jira']"
Data Scientist,United States,False,Full-time,2023-06-20,350000.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'sas', 'sas', 'python', 'r']"
Data Engineer,United States,False,Full-time,2023-08-08,147500.0,True,True,1,1,0,0,0,0,0,0,0,0,0,"['sql', 'php', 'javascript', 'python', 'bash', 'graphql', 'linux']"
Data Engineer,United States,False,Full-time,2023-04-05,120000.0,False,True,1,0,1,0,0,0,0,1,0,0,0,"['nosql', 'python', 'java', 'aws', 'word', 'chef']"
Data Engineer,Greece,False,Full-time,2023-01-26,72900.0,False,False,1,0,0,0,0,0,0,1,0,0,0,"['c', 'java', 'python']"
Data Scientist,United States,False,Full-time,2023-05-16,115000.0,False,True,1,1,0,1,1,0,0,0,0,1,0,"['r', 'python', 'sql', 'nosql', 'mysql', 'hadoop', 'kafka', 'spark', 'plotly', 'seaborn']"
Senior Data Engineer,Sudan,True,Full-time,2023-06-13,142500.0,False,True,0,1,1,1,0,0,0,1,0,1,0,"['scala', 'nosql', 'java', 'sql', 'no-sql', 'go', 'sql server', 'postgresql', 'aws', 'redshift', 'oracle', 'spark', 'kafka', 'hadoop', 'ssis', 'yarn']"
Data Scientist,United States,False,Full-time,2023-04-07,90000.0,False,True,0,1,0,0,1,0,0,0,0,0,0,"['sas', 'sas', 'r', 'sql']"
Data Scientist,United States,True,Full-time,2023-09-01,105000.0,False,False,1,1,1,0,1,0,0,0,0,0,0,"['python', 'r', 'sql', 'aws', 'electron', 'excel']"
Data Engineer,Sudan,False,Full-time,2023-08-05,112000.0,False,True,1,1,0,1,0,0,0,1,0,0,0,"['sql', 'python', 'scala', 'java', 'redshift', 'databricks', 'spark', 'terraform']"
Data Engineer,United States,False,Full-time,2023-07-18,114042.5,False,False,1,1,0,1,0,1,0,1,0,0,0,"['sql', 'python', 'java', 'scala', 'powershell', 'javascript', 'sql server', 'db2', 'oracle', 'databricks', 'azure', 'spark', 'asp.net', 'windows']"
Senior Data Scientist,Canada,False,Full-time,2023-02-17,90000.0,True,False,0,0,0,0,0,0,0,1,0,0,0,"['mongodb', 'mongodb', 'java', 'go', 'postgresql', 'kafka', 'kubernetes', 'docker']"
Data Engineer,United States,False,Full-time,2023-01-25,125000.0,False,False,1,1,0,0,0,0,0,0,0,1,0,"['nosql', 'sql', 'python', 'hadoop']"
Data Scientist,United States,False,Full-time,2023-05-16,90000.0,False,False,1,0,1,0,0,1,1,0,0,0,0,"['python', 'aws', 'azure', 'gcp', 'numpy', 'pandas', 'scikit-learn', 'nltk', 'pytorch', 'tensorflow', 'matplotlib', 'seaborn', 'looker', 'tableau', 'git', 'bitbucket']"
Data Scientist,United States,False,Full-time,2023-05-09,115000.0,False,True,1,0,0,0,0,0,0,0,0,0,0,"['python', 'pyspark']"
Data Scientist,United States,False,Full-time,2023-07-31,174720.0,False,True,1,1,0,1,0,0,1,0,1,0,0,"['python', 'sql', 'databricks', 'snowflake', 'spark', 'pyspark', 'scikit-learn', 'jupyter', 'airflow', 'tableau', 'looker', 'github']"
Data Engineer,Estonia,False,Full-time,2023-07-25,147500.0,True,False,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r', 'go', 'redshift', 'airflow']"
Data Engineer,United States,False,Full-time,2023-08-08,130800.0,True,True,1,1,1,0,0,1,1,1,0,1,0,"['sql', 'nosql', 'python', 'java', 'kotlin', 'javascript', 'sql server', 'neo4j', 'oracle', 'azure', 'aws', 'openstack', 'hadoop', 'graphql', 'spring', 'angular', 'node', 'sap', 'tableau', 'git', 'gitlab', 'npm', 'jira']"
Data Scientist,United States,False,Full-time,2023-12-13,100000.0,False,False,0,0,0,0,0,0,0,0,0,0,0,['excel']
Data Scientist,United States,False,Full-time,2023-07-07,125000.0,False,True,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r']"
Data Scientist,United States,False,Full-time,2023-08-16,125000.0,False,True,1,1,0,0,0,0,0,0,0,0,0,"['python', 'sql']"
Data Engineer,United States,False,Full-time,2023-01-31,175000.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['python', 'r', 'nosql', 'sql', 'elasticsearch', 'redshift', 'aurora', 'airflow', 'docker']"
Data Engineer,United States,False,Full-time,2023-06-07,140629.203125,True,False,1,0,1,1,0,0,0,1,0,1,0,"['java', 'python', 'aws', 'hadoop', 'spark', 'kafka', 'unix', 'kubernetes']"
Data Scientist,United States,False,Full-time,2023-01-30,115000.0,False,True,0,1,0,0,0,0,0,0,0,0,0,"['sql', 'sheets']"
Data Engineer,United States,False,Full-time,2023-01-09,150000.0,False,False,0,1,0,0,0,0,0,0,1,0,1,"['sql', 'snowflake', 'power bi', 'ssrs']"
Data Scientist,United States,False,Full-time,2023-04-13,100000.0,False,True,1,0,0,0,1,0,0,0,0,0,0,"['python', 'r', 'bash', 'linux']"
Data Engineer,United States,False,Full-time,2023-03-24,120000.0,False,True,1,0,1,0,0,0,0,1,0,0,0,"['nosql', 'python', 'java', 'aws', 'word', 'chef']"
Data Engineer,Greece,False,Full-time,2023-11-02,120000.0,True,False,1,0,1,1,0,0,0,0,0,0,0,"['python', 'aws', 'spark', 'pandas', 'jupyter', 'docker', 'jira', 'confluence', 'slack']"
Data Engineer,United States,True,Full-time,2023-01-30,251000.0,True,True,0,0,0,1,0,0,0,0,0,1,0,"['spark', 'hadoop', 'kafka', 'tensorflow', 'pytorch', 'keras']"
Data Engineer,United States,True,Full-time,2023-04-17,112500.0,True,False,1,1,1,0,0,1,0,1,1,0,0,"['sql', 'python', 'java', 'azure', 'aws', 'snowflake']"
Senior Data Scientist,Israel,False,Full-time,2023-08-04,157500.0,False,False,1,0,0,0,0,0,0,0,0,0,0,"['python', 'c', 'flow']"
