job_role,country,is_remote,schedule_type,posted_date,salary_year_avg,no_degree_required,health_insurance,python,sql,aws,spark,r,azure,tableau,java,snowflake,hadoop,power bi,job_skills_clean
Data Scientist,United States,False,Full-time,2023-07-14,53105.0,False,False,1,0,0,0,1,0,1,0,0,0,1,"['r', 'python', 'tableau', 'power bi']"
Senior Data Scientist,United States,False,Full-time,2023-01-10,125000.0,False,True,1,1,1,0,0,1,1,0,0,0,0,"['sql', 'python', 'aws', 'redshift', 'azure', 'matplotlib', 'plotly', 'kafka', 'numpy', 'scikit-learn', 'tableau', 'docker']"
Data Engineer,United States,False,Full-time,2023-01-08,150000.0,False,True,1,1,0,0,0,1,0,0,0,0,0,"['nosql', 'sql', 'python', 'go', 'scala', 'postgresql', 'neo4j', 'azure', 'gcp', 'graphql']"
Data Scientist,United States,False,Full-time,2023-04-28,224500.0,False,True,0,0,0,0,0,0,1,0,0,0,0,"['c', 'tableau', 'excel']"
Senior Data Scientist,Sudan,False,Full-time,2023-08-17,150000.0,False,False,1,1,0,1,1,1,0,0,0,0,0,"['python', 'r', 'scala', 'sql', 'azure', 'tensorflow', 'pytorch', 'mxnet', 'pyspark', 'spark', 'git']"
Data Scientist,United States,False,Full-time,2023-08-04,350000.0,False,True,1,1,0,0,1,0,0,1,0,1,0,"['java', 'python', 'r', 'sql', 'scala', 'nosql', 'hadoop']"
Senior Data Engineer,Canada,False,Full-time,2023-03-06,90000.0,False,False,1,0,0,0,0,0,0,1,1,0,0,"['go', 'java', 'python', 'snowflake']"
Data Engineer,United States,False,Full-time,2023-08-27,100000.0,False,False,1,1,1,0,0,0,0,0,0,0,0,"['swift', 'python', 'sql', 'redshift', 'oracle', 'aws', 'databricks', 'pandas', 'numpy', 'kubernetes', 'bitbucket', 'git']"
Data Engineer,Canada,False,Full-time,2023-01-17,90000.0,True,False,1,0,0,1,0,1,0,1,0,0,0,"['c#', 'java', 'python', 'nosql', 'databricks', 'azure', 'spark']"
Data Scientist,United States,False,Full-time,2023-12-29,75000.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['r', 'sql', 'python']"
Senior Data Engineer,United States,True,Full-time,2023-02-10,200000.0,False,True,0,0,0,0,0,0,0,0,1,0,0,['snowflake']
Data Scientist,Australia,True,Full-time,2023-12-20,160000.0,False,False,1,0,1,0,0,0,0,0,0,0,0,"['python', 'aws', 'tensorflow', 'pytorch', 'git', 'github']"
Data Engineer,United States,False,Full-time,2023-09-20,75890.5,True,True,1,1,1,1,0,1,0,0,0,0,0,"['sql', 'python', 'aws', 'gcp', 'azure', 'airflow', 'kafka', 'spark', 'pyspark', 'pandas', 'terraform', 'flow']"
Data Engineer,United States,False,Full-time,2023-03-27,115000.0,False,True,1,1,0,0,0,1,0,1,0,0,0,"['sql', 'python', 'java', 'sql server', 'azure', 'ssis', 'flow']"
Senior Data Engineer,United States,False,Full-time,2023-09-02,171000.0,True,True,1,1,0,1,0,0,0,0,0,1,0,"['sql', 'python', 'ruby', 'ruby', 'bash', 'mysql', 'postgresql', 'oracle', 'spark', 'hadoop', 'airflow', 'flow', 'yarn']"
Data Engineer,Singapore,False,Full-time,2023-05-19,147500.0,False,False,1,1,1,0,0,0,1,0,1,0,0,"['sql', 'python', 'go', 'redshift', 'snowflake', 'aws', 'airflow', 'tableau', 'terraform']"
Senior Data Engineer,Sudan,False,Full-time,2023-07-23,125000.0,False,True,1,1,1,0,0,1,0,0,0,0,0,"['python', 'shell', 'sql', 'nosql', 'postgresql', 'oracle', 'aws', 'azure', 'linux', 'unix', 'github']"
Data Scientist,United States,False,Full-time,2023-05-05,90000.0,False,False,0,0,0,0,0,0,0,0,0,0,0,['go']
Data Scientist,United States,False,Full-time,2023-06-15,140452.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['python', 'r', 'sql']"
Data Scientist,United States,False,Full-time,2023-12-18,132368.0,False,False,1,1,0,0,1,0,1,1,0,0,0,"['r', 'python', 'sql', 'scala', 'java', 'julia', 'matlab', 'tableau']"
Data Scientist,United States,False,Full-time,2023-07-07,132368.0,False,False,1,0,0,0,1,0,1,0,0,0,0,"['r', 'python', 'sas', 'sas', 'spss', 'tableau']"
Data Scientist,India,False,Full-time,2023-08-22,157500.0,False,False,1,1,0,0,0,0,1,0,0,0,0,"['python', 'sql', 'bigquery', 'gcp', 'pytorch', 'tensorflow', 'tableau', 'docker', 'kubernetes']"
Senior Data Engineer,Canada,False,Full-time,2023-07-13,125000.0,False,False,1,1,0,1,0,0,0,1,0,1,0,"['python', 'sql', 'java', 'nosql', 'spark', 'spring', 'pyspark', 'hadoop']"
Data Scientist,United States,False,Full-time,2023-08-24,115000.0,False,False,1,1,0,1,0,1,0,0,0,0,0,"['sql', 'python', 'no-sql', 'azure', 'spark', 'airflow', 'pyspark']"
Data Scientist,United States,False,Full-time,2023-06-07,121162.5,False,True,1,1,0,1,1,0,0,0,0,0,0,"['python', 'r', 'sas', 'sas', 'matlab', 'sql', 'spark']"
Data Scientist,United States,False,Full-time,2023-06-16,200000.0,False,True,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r']"
Data Engineer,India,False,Full-time,2023-01-14,147500.0,False,False,1,1,0,1,0,1,0,0,0,0,0,"['python', 'sql', 'shell', 'nosql', 'azure', 'jupyter', 'spark', 'pandas', 'unix', 'docker', 'kubernetes', 'jenkins', 'bitbucket', 'git']"
Data Engineer,United States,False,Full-time,2023-02-09,125000.0,False,True,0,0,0,0,0,0,0,0,0,0,0,"['linux', 'unix']"
Data Engineer,United States,False,Full-time,2023-03-18,90000.0,False,False,1,1,1,1,1,1,1,1,0,1,0,"['java', 'python', 'sql', 'nosql', 'mongodb', 'mongodb', 'r', 'scala', 'shell', 'cassandra', 'postgresql', 'mysql', 'neo4j', 'oracle', 'aws', 'gcp', 'azure', 'spark', 'hadoop', 'kafka', 'airflow', 'linux', 'visio', 'tableau', 'docker', 'kubernetes']"
Data Scientist,United States,False,Full-time,2023-11-23,138500.0,False,True,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r', 'c', 'express']"
Data Engineer,United States,False,Full-time,2023-08-09,90000.0,False,True,0,1,1,0,0,0,0,0,0,0,0,"['sql', 'aws']"
Senior Data Scientist,United States,False,Full-time,2023-03-01,90000.0,False,False,1,1,1,0,1,1,1,0,0,0,1,"['python', 'r', 'sql', 'gcp', 'aws', 'azure', 'bigquery', 'looker', 'tableau', 'power bi', 'excel', 'powerpoint']"
Data Scientist,United States,False,Full-time,2023-02-22,125000.0,False,True,0,0,1,0,1,0,0,0,0,0,0,"['r', 'scala', 'aws']"
Data Scientist,United States,False,Full-time,2023-06-05,90000.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['python', 'r', 'sql']"
Data Scientist,United States,False,Full-time,2023-06-19,120000.0,False,False,1,0,0,0,0,0,0,0,0,0,0,"['python', 'jupyter', 'pytorch', 'git']"
Data Scientist,United States,True,Full-time,2023-09-23,104750.0,False,True,1,1,0,0,0,0,0,0,0,0,0,"['python', 'sql', 'scikit-learn', 'tensorflow', 'pytorch', 'pandas']"
Data Scientist,United States,False,Full-time,2023-09-18,209000.0,False,False,1,1,0,0,1,0,0,0,0,1,0,"['sql', 'r', 'python', 'hadoop', 'flow']"
Senior Data Scientist,United States,False,Full-time,2023-01-19,150000.0,False,False,0,0,0,0,0,0,0,0,0,0,0,"['excel', 'visio', 'word']"
Senior Data Engineer,United States,False,Full-time,2023-02-17,170672.0,False,True,1,1,1,1,0,1,0,1,1,1,0,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']"
Data Scientist,United States,False,Full-time,2023-04-21,153450.0,True,False,0,1,0,0,0,1,1,0,0,0,1,"['sql', 'sql server', 'oracle', 'databricks', 'azure', 'tableau', 'power bi', 'excel', 'sap']"
Senior Data Engineer,United States,False,Full-time,2023-04-11,170000.0,True,True,1,1,1,1,0,0,0,0,0,0,0,"['python', 'scala', 'sql', 'aws', 'redshift', 'spark']"
Senior Data Engineer,United States,False,Full-time,2023-05-06,180000.0,False,False,1,1,1,0,0,0,0,0,0,0,0,"['python', 'sql', 'bigquery', 'oracle', 'redshift', 'gcp', 'aws', 'linux']"
Data Scientist,Sudan,False,Full-time,2023-08-04,115000.0,False,False,1,0,1,0,1,1,0,0,0,0,0,"['python', 'r', 'matlab', 'aws', 'azure', 'unity']"
Data Engineer,United States,False,Full-time,2023-08-19,211000.0,False,True,1,1,1,1,0,1,0,1,1,1,0,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'dynamodb', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'databricks', 'hadoop', 'kafka', 'spark']"
Data Scientist,United States,False,Full-time,2023-09-01,100000.0,False,True,0,1,0,0,1,0,0,0,0,0,0,"['sas', 'sas', 'r', 'sql', 'db2', 'sql server', 'mysql', 'oracle', 'sap']"
Data Scientist,United States,False,Full-time,2023-01-18,90000.0,False,False,1,0,0,0,1,0,0,0,0,0,0,"['python', 'r', 'sap']"
Data Scientist,United States,False,Full-time,2023-03-03,90000.0,False,True,1,0,1,0,1,0,0,0,0,0,0,"['python', 'matlab', 'r', 'aws']"
Senior Data Engineer,Canada,False,Contractor,2023-04-25,147500.0,True,False,0,1,1,0,0,1,0,0,0,0,0,"['mongodb', 'mongodb', 'nosql', 'mongo', 'sql', 'sql server', 'db2', 'postgresql', 'aws', 'azure', 'oracle', 'redshift', 'kafka']"
Data Scientist,United States,True,Full-time,2023-06-22,225000.0,False,False,1,1,1,1,0,1,1,0,0,1,0,"['python', 'scala', 'sql', 'aws', 'azure', 'gcp', 'pandas', 'numpy', 'scikit-learn', 'matplotlib', 'hadoop', 'spark', 'tableau']"
Data Scientist,Austria,True,Full-time,2023-05-02,87499.5,False,False,1,0,0,0,1,0,0,1,0,0,0,"['sas', 'sas', 'r', 'python', 'java']"
Data Scientist,United States,False,Full-time,2023-05-26,115000.0,False,True,1,0,0,0,0,0,0,0,0,0,0,['python']
Data Scientist,United States,False,Full-time,2023-02-22,115000.0,False,True,1,0,0,1,0,0,0,0,0,0,0,"['python', 'spark', 'tensorflow', 'git']"
Data Scientist,Sudan,False,Full-time,2023-07-12,191900.0,False,True,1,0,1,0,0,0,0,0,0,0,0,"['python', 'aws', 'codecommit', 'docker']"
Data Scientist,United States,True,Full-time,2023-09-07,184875.0,False,False,1,1,1,1,1,1,0,0,0,0,0,"['python', 'r', 'sql', 'aws', 'azure', 'gcp', 'spark', 'git']"
Data Scientist,Switzerland,False,Contractor,2023-02-16,69962.5,False,False,0,0,0,0,0,0,0,0,0,0,0,"['no-sql', 'mongodb', 'mongodb', 'neo4j', 'airflow', 'linux']"
Senior Data Scientist,United States,True,Full-time,2023-03-30,185000.0,False,True,1,1,1,0,1,1,0,0,0,0,0,"['sql', 'python', 'r', 'aws', 'azure', 'gcp', 'airflow', 'terminal']"
Data Scientist,United States,False,Full-time,2023-04-18,150000.0,False,True,1,1,1,0,0,0,0,0,0,0,0,"['python', 'sql', 'aws', 'redshift', 'numpy', 'pandas', 'flask', 'django', 'git', 'docker']"
Senior Data Scientist,United States,False,Full-time,2023-01-10,90000.0,False,True,1,1,1,0,0,1,0,0,0,0,0,"['python', 'sql', 'gcp', 'azure', 'aws', 'redshift', 'tensorflow', 'keras', 'pytorch', 'docker']"
Data Engineer,United States,False,Full-time,2023-03-23,143000.0,False,False,1,0,0,1,0,1,0,0,0,0,0,"['python', 'c#', 'nosql', 'mongodb', 'mongodb', 'azure', 'databricks', 'spark', 'word']"
Data Engineer,United States,False,Full-time,2023-05-30,125000.0,False,False,1,1,1,0,0,0,1,1,1,0,0,"['sql', 'python', 'java', 'scala', 'sql server', 'dynamodb', 'snowflake', 'aws', 'redshift', 'ssis', 'tableau', 'terraform']"
Data Scientist,United States,False,Full-time,2023-08-15,90000.0,False,False,1,1,0,1,1,0,0,0,0,1,0,"['python', 'r', 'scala', 'sql', 'spark', 'hadoop', 'pyspark', 'unix']"
Data Scientist,United States,False,Full-time,2023-03-08,175000.0,False,True,0,1,0,0,0,0,0,0,0,0,0,"['sql', 'dax', 'ssrs', 'ssis']"
Data Scientist,Sudan,False,Full-time,2023-05-26,132368.0,False,False,1,1,0,0,1,0,1,1,0,0,0,"['r', 'python', 'sql', 'scala', 'java', 'julia', 'matlab', 'tableau']"
Senior Data Scientist,India,False,Full-time,2023-06-21,157500.0,False,False,1,0,1,1,0,0,0,1,0,0,0,"['java', 'scala', 'python', 'aws', 'spark', 'pandas', 'numpy']"
Data Scientist,United States,False,Full-time,2023-10-18,90000.0,False,True,1,1,0,0,0,0,1,1,0,0,0,"['sql', 'python', 'vba', 'matlab', 'java', 'spss', 'tableau', 'qlik']"
Data Engineer,United States,False,Full-time,2023-08-21,125000.0,False,False,1,1,1,1,0,1,0,1,1,1,0,"['sql', 'java', 'python', 'scala', 'go', 'snowflake', 'aws', 'azure', 'gcp', 'bigquery', 'redshift', 'spark', 'hadoop']"
Senior Data Scientist,United States,False,Full-time,2023-09-10,125000.0,False,True,0,0,0,1,0,0,0,0,0,0,0,"['databricks', 'spark', 'git', 'jira']"
Data Engineer,Belgium,False,Full-time,2023-01-07,98301.5,False,False,1,1,0,0,0,0,0,0,1,0,0,"['sql', 'python', 'snowflake', 'redshift']"
Senior Data Scientist,United States,False,Full-time,2023-01-03,120000.0,False,True,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'r', 'python']"
Data Scientist,United States,False,Full-time,2023-10-04,137500.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r', 'pandas', 'scikit-learn', 'tidyverse', 'dplyr', 'ggplot2', 'git']"
Data Scientist,United States,False,Full-time,2023-01-11,209955.5,False,True,1,1,0,0,0,0,0,0,0,0,0,"['sql', 'python', 'pandas', 'seaborn', 'scikit-learn', 'dplyr', 'nltk']"
Data Scientist,United States,False,Contractor,2023-10-19,127503.6953125,False,False,1,0,0,0,1,0,0,0,0,0,0,"['c++', 'python', 'r', 'html', 'linux', 'windows']"
Data Scientist,United States,False,Full-time,2023-07-15,198500.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r', 'go', 'c++']"
Senior Data Engineer,United States,False,Full-time,2023-02-17,173500.0,False,True,1,1,1,1,0,1,0,1,1,1,0,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']"
Data Engineer,United States,False,Full-time,2023-08-18,115000.0,True,True,1,1,1,1,0,1,1,0,1,0,1,"['python', 'sql', 'aws', 'snowflake', 'azure', 'spark', 'kafka', 'tableau', 'power bi', 'gitlab', 'github', 'kubernetes', 'jira']"
Data Scientist,United States,False,Full-time,2023-01-25,80850.0,False,True,1,0,0,0,1,0,0,0,0,0,0,"['r', 'python']"
Data Scientist,United States,False,Full-time,2023-08-24,115000.0,False,True,1,1,0,1,1,0,0,0,0,1,0,"['r', 'matlab', 'nosql', 'mongodb', 'mongodb', 'python', 'sql', 'cassandra', 'numpy', 'hadoop', 'kafka', 'spark', 'plotly', 'seaborn', 'ggplot2']"
Senior Data Scientist,United States,False,Full-time,2023-09-18,97000.0,False,False,1,0,0,0,1,0,0,0,0,0,0,"['python', 'r', 'pytorch']"
Data Scientist,United States,False,Full-time,2023-01-11,196800.0,False,True,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'r', 'python']"
Data Scientist,United States,False,Full-time,2023-05-31,90000.0,False,False,1,0,0,0,1,0,0,1,0,0,0,"['python', 'r', 'java']"
Senior Data Scientist,United States,False,Full-time,2023-01-11,186960.0,False,True,1,1,0,0,0,0,0,0,0,0,0,"['sql', 'python']"
Data Scientist,United States,False,Full-time,2023-10-25,81311.5,False,False,1,1,0,0,0,0,0,0,0,0,0,"['sql', 'python', 'databricks', 'airflow', 'git']"
Data Engineer,United States,True,Full-time,2023-07-28,65000.0,False,True,1,1,1,1,1,1,1,0,0,1,1,"['sql', 'python', 'r', 'scala', 'postgresql', 'mysql', 'aws', 'azure', 'gcp', 'redshift', 'bigquery', 'spark', 'kafka', 'hadoop', 'tableau', 'power bi']"
Senior Data Scientist,United States,False,Full-time,2023-08-16,90000.0,False,True,1,1,0,0,0,1,0,0,0,0,0,"['sql', 'python', 'azure', 'pandas', 'numpy', 'scikit-learn', 'pytorch']"
Data Scientist,United States,False,Full-time,2023-07-21,37860.0,False,True,0,0,0,0,1,0,0,0,0,0,0,"['sas', 'sas', 'r', 'go', 'excel']"
Data Scientist,United States,False,Full-time,2023-04-12,124250.0,False,True,0,0,0,0,1,0,0,0,0,0,0,['r']
Data Scientist,United States,False,Full-time,2023-04-14,233000.0,False,False,1,1,0,1,1,0,0,0,0,1,0,"['sql', 'python', 'r', 'spark', 'hadoop']"
Data Scientist,United States,False,Full-time,2023-05-01,90000.0,False,False,1,1,0,1,0,0,1,1,0,1,0,"['python', 'sql', 'java', 'c++', 'c', 'spark', 'hadoop', 'tensorflow', 'pytorch', 'pyspark', 'tableau']"
Senior Data Scientist,Japan,False,Full-time,2023-04-06,194500.0,False,False,1,0,1,0,0,0,0,0,0,0,0,"['go', 'python', 'c++', 'aws']"
Senior Data Scientist,United States,False,Full-time,2023-11-24,135519.0,False,True,1,0,0,0,1,0,0,0,0,0,0,"['python', 'r', 'julia', 'pytorch', 'tensorflow']"
Data Scientist,United States,False,Full-time,2023-04-13,124250.0,False,True,0,0,0,0,1,0,0,0,0,0,0,['r']
Data Scientist,United States,False,Full-time,2023-02-15,175000.0,False,False,1,1,1,1,0,1,0,1,0,0,0,"['java', 'python', 'sql', 'elasticsearch', 'aws', 'gcp', 'azure', 'scikit-learn', 'pandas', 'numpy', 'pyspark', 'mxnet', 'spark', 'tensorflow', 'jupyter', 'spring', 'kafka']"
Data Engineer,United States,False,Full-time,2023-07-30,125000.0,False,True,1,1,1,0,0,0,0,0,0,0,0,"['python', 'sql', 'aws', 'databricks', 'pyspark']"
Senior Data Engineer,United States,False,Full-time,2023-09-21,175000.0,False,True,1,1,0,0,0,0,0,0,0,0,0,"['sql', 'python', 'c#', 'sql server', 'ssis']"
Data Scientist,Sudan,False,Full-time,2023-10-16,72037.0,False,False,1,0,1,0,1,1,0,1,0,1,0,"['r', 'python', 'scala', 'java', 'julia', 'c++', 'aws', 'azure', 'hadoop']"
Data Scientist,United States,False,Full-time and Part-time,2023-12-17,150000.0,False,True,1,0,0,0,1,0,1,0,0,0,0,"['python', 'r', 'scala', 'sas', 'sas', 'pyspark', 'tableau']"
Data Scientist,United States,True,Full-time,2023-07-04,65000.0,False,True,1,0,0,0,0,0,0,0,0,0,0,"['python', 'databricks', 'pandas', 'numpy', 'matplotlib', 'pyspark']"
Data Scientist,United States,False,Full-time,2023-03-11,115000.0,False,True,1,0,0,0,0,0,0,0,0,0,0,"['python', 'numpy', 'pandas']"
Data Scientist,United States,False,Full-time,2023-03-23,75000.0,False,True,1,1,0,0,1,0,0,0,0,0,0,"['python', 'r', 'sql', 'spring', 'excel']"
Senior Data Engineer,United States,False,Full-time,2023-09-08,80000.0,False,True,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r']"
Senior Data Scientist,United States,False,Full-time,2023-08-27,105000.0,False,False,0,1,0,0,0,0,1,0,0,0,1,"['sql', 'power bi', 'tableau', 'qlik', 'cognos', 'dax']"
Data Scientist,United States,False,Full-time,2023-09-25,132368.0,False,False,0,0,0,0,0,0,0,0,0,0,0,['c']
Data Engineer,Portugal,False,Full-time,2023-06-20,96773.0,False,False,1,0,0,0,0,0,0,0,0,0,0,"['kotlin', 'python']"
Data Scientist,Sudan,False,Full-time,2023-05-07,140000.0,False,False,1,1,1,0,0,0,0,0,0,0,0,"['python', 'sql', 'postgresql', 'aurora', 'aws']"
Data Scientist,United States,False,Full-time,2023-09-23,225000.0,False,True,1,1,0,0,1,0,0,0,1,0,0,"['python', 'r', 'sql', 'databricks', 'snowflake']"
Data Scientist,United States,False,Full-time,2023-05-25,150000.0,False,True,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r']"
Data Engineer,United States,False,Full-time,2023-06-27,115000.0,True,True,0,0,1,1,0,0,0,1,0,0,0,"['ruby', 'ruby', 'java', 'nosql', 'aws', 'spark']"
Data Scientist,United States,False,Full-time,2023-05-17,90000.0,False,False,1,0,0,0,1,0,0,0,0,0,0,"['r', 'matlab', 'python', 'sas', 'sas']"
Data Scientist,United States,False,Full-time,2023-08-24,120000.0,False,True,0,1,0,0,0,0,0,0,0,0,0,"['sql', 'bigquery']"
Data Scientist,Sudan,False,Full-time,2023-10-02,204500.0,False,True,1,0,0,0,0,0,0,0,0,0,0,"['python', 'bigquery', 'react', 'pytorch', 'kubernetes']"
Data Engineer,United States,False,Full-time,2023-05-09,125000.0,False,True,1,1,0,0,0,1,0,1,0,0,0,"['sql', 'nosql', 'python', 'java', 'c++', 'scala', 'azure', 'databricks', 'flow']"
Data Engineer,United States,False,Full-time,2023-03-01,147500.0,False,True,1,1,1,0,0,0,0,0,0,0,0,"['sql', 'python', 'aws', 'looker']"
Data Scientist,United States,False,Full-time,2023-06-22,80000.0,False,False,1,0,1,1,1,0,0,0,1,0,0,"['python', 'r', 'nosql', 'snowflake', 'aws', 'spark', 'jupyter', 'numpy', 'pandas', 'nltk', 'kafka', 'tensorflow']"
Data Scientist,United States,False,Full-time,2023-08-21,115000.0,False,True,0,1,1,0,0,0,0,0,0,0,0,"['c#', 'sql', 'aws', 'angular', 'asp.net']"
Senior Data Scientist,United States,False,Full-time,2023-02-15,90000.0,False,False,0,1,0,0,1,0,0,0,0,0,0,"['sas', 'sas', 'sql', 'r']"
Senior Data Scientist,United States,False,Full-time,2023-09-26,132368.0,False,False,0,0,0,0,0,0,0,0,0,0,0,['c']
Data Scientist,United States,False,Full-time,2023-12-01,135000.0,False,True,0,0,0,0,0,0,0,0,0,0,0,"['sas', 'sas']"
Data Scientist,United States,False,Full-time,2023-12-01,150000.0,False,True,1,1,1,0,1,0,0,0,0,0,0,"['python', 'r', 'sas', 'sas', 'sql', 'aws', 'excel']"
Data Engineer,United States,False,Full-time,2023-01-19,175000.0,False,False,1,1,0,1,0,0,0,0,0,0,0,"['sql', 'python', 'spark']"
Data Scientist,United States,False,Full-time,2023-02-02,175000.0,False,False,1,1,0,0,0,0,0,0,0,0,0,"['python', 'sql', 'gcp']"
Senior Data Engineer,United States,False,Full-time,2023-03-17,130000.0,False,False,1,1,0,1,1,0,1,1,1,1,0,"['java', 'scala', 'r', 'python', 'sql', 'nosql', 'snowflake', 'gcp', 'spark', 'hadoop', 'kafka', 'tableau', 'kubernetes']"
Data Scientist,United States,False,Full-time,2023-07-19,135500.0,False,True,1,1,0,0,1,0,1,0,0,0,0,"['python', 'r', 'sql', 'ggplot2', 'tableau']"
Data Scientist,Italy,False,Full-time,2023-01-13,64821.5,False,False,1,0,0,0,0,0,1,0,0,0,1,"['scala', 'python', 'power bi', 'tableau']"
Senior Data Engineer,United States,True,Full-time,2023-03-07,177500.0,True,True,1,1,0,1,0,0,0,0,1,0,0,"['python', 'sql', 'snowflake', 'kafka', 'spark', 'airflow', 'pyspark', 'kubernetes', 'docker']"
Data Scientist,United States,False,Full-time,2023-02-16,90000.0,False,True,1,1,0,0,0,1,1,0,0,0,1,"['python', 'sql', 'azure', 'databricks', 'tableau', 'power bi', 'kubernetes', 'jira']"
Data Scientist,United States,False,Full-time,2023-01-08,115000.0,False,True,1,0,0,0,1,0,0,0,0,1,0,"['r', 'python', 'neo4j', 'hadoop', 'git', 'svn', 'jira']"
Data Scientist,United States,False,Full-time,2023-05-17,198500.0,False,False,1,1,0,0,1,0,0,0,0,0,0,"['sql', 'python', 'r']"
Data Scientist,United States,False,Full-time,2023-09-15,151782.0,False,True,0,0,0,0,0,0,0,0,0,0,0,"['go', 'oracle']"
Data Engineer,United States,False,Full-time,2023-04-07,175000.0,False,True,1,1,0,0,0,0,0,0,0,0,0,"['python', 'sql']"
Data Engineer,United States,False,Full-time,2023-01-05,208114.0,False,False,1,1,1,1,0,1,0,1,1,1,0,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']"
Data Engineer,United States,False,Full-time,2023-06-26,78592.0,False,False,1,0,1,0,1,0,0,1,0,0,0,"['python', 'r', 'java', 'c', 'bash', 'powershell', 'nosql', 'mongodb', 'mongodb', 'elasticsearch', 'mysql', 'postgresql', 'neo4j', 'aws', 'oracle', 'terraform', 'ansible', 'kubernetes']"
Data Scientist,United States,False,Full-time,2023-11-04,108415.5,False,True,1,1,0,0,1,0,0,0,0,0,0,"['python', 'sql', 'r']"
Data Engineer,Sudan,True,Full-time,2023-03-02,203000.0,False,True,1,1,1,1,0,1,0,1,1,1,0,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']"
Senior Data Scientist,United States,False,Full-time,2023-03-25,90000.0,False,True,1,1,0,1,1,0,1,1,0,1,0,"['r', 'python', 'scala', 'java', 'sql', 'sas', 'sas', 'hadoop', 'spark', 'kafka', 'spss', 'tableau', 'flow']"
Senior Data Scientist,United States,False,Full-time,2023-06-09,115000.0,False,True,1,1,0,0,0,0,0,0,0,0,0,"['sql', 'python', 'express']"
Data Scientist,United States,False,Full-time,2023-05-05,150000.0,False,True,1,1,1,0,1,0,0,0,0,0,0,"['r', 'python', 'shell', 'sql', 'mysql', 'postgresql', 'sqlite', 'aws', 'tensorflow', 'pytorch', 'linux']"
Data Scientist,United States,False,Full-time,2023-02-03,115000.0,False,True,1,0,0,0,1,0,1,0,0,0,0,"['python', 'r', 'tableau', 'looker', 'git']"
Data Engineer,United States,False,Full-time,2023-01-01,165000.0,True,False,1,1,1,1,0,0,1,0,1,1,0,"['python', 'nosql', 'sql', 'go', 'postgresql', 'aws', 'snowflake', 'redshift', 'hadoop', 'kafka', 'airflow', 'spark', 'tableau', 'looker']"
Data Scientist,Sudan,False,Full-time,2023-05-02,175000.0,False,True,1,1,0,0,1,0,0,0,0,0,0,"['r', 'python', 'sql']"
Data Scientist,United States,False,Full-time and Part-time,2023-09-27,115000.0,False,True,1,1,0,1,1,0,0,0,0,1,0,"['r', 'python', 'sql', 'nosql', 'mysql', 'hadoop', 'kafka', 'spark', 'plotly', 'seaborn', 'ggplot2']"
Data Scientist,United States,False,Full-time,2023-05-26,115000.0,False,True,1,0,0,0,0,0,0,0,0,0,0,['python']
Data Scientist,United States,False,Full-time,2023-07-27,350000.0,False,True,0,0,0,1,0,0,0,1,0,0,0,"['java', 'go', 'mysql', 'kafka', 'spark', 'tensorflow', 'pytorch', 'scikit-learn', 'kubernetes']"
Data Scientist,United States,False,Full-time,2023-03-13,150000.0,False,True,1,1,1,0,0,1,0,0,0,0,0,"['python', 'sql', 'aws', 'azure', 'tensorflow', 'git']"
Data Engineer,United States,False,Full-time,2023-08-24,115000.0,False,True,1,0,0,0,0,0,0,0,0,0,0,"['python', 'matlab']"
Data Scientist,United States,False,Full-time,2023-08-22,116950.0,False,False,1,1,0,0,1,0,1,0,0,0,0,"['sql', 'python', 'r', 'excel', 'tableau']"
Data Engineer,United States,False,Full-time,2023-02-03,134000.0,False,False,1,1,0,0,0,0,0,0,0,0,0,"['sql', 'python', 'c++', 'c#', 'scala']"
Data Scientist,United States,False,Full-time,2023-09-27,200000.0,False,True,1,1,0,0,0,0,0,0,0,0,0,"['python', 'sql', 'tensorflow', 'pytorch', 'airflow']"
