job_role,country,is_remote,schedule_type,posted_date,salary_year_avg,no_degree_required,health_insurance,sql,python,excel,tableau,r,power bi,job_skills_clean
Data Analyst,United States,False,Full-time,2023-08-18,55000.0,False,True,0,0,1,0,0,0,"['go', 'excel', 'spreadsheet']"
Business Analyst,United States,False,Full-time,2023-12-11,112500.0,False,False,0,1,0,1,0,1,"['python', 'power bi', 'tableau', 'sap']"
Data Analyst,United States,False,Full-time,2023-04-04,52609.2109375,True,True,1,0,0,0,0,0,['sql']
Data Analyst,United States,False,Full-time,2023-12-05,80450.0,False,False,1,0,1,0,0,0,"['sql', 'excel']"
Data Analyst,United States,False,Full-time,2023-08-23,112000.0,True,True,1,1,0,1,1,0,"['sql', 'sas', 'sas', 'python', 'r', 'watson', 'ibm cloud', 'cognos', 'tableau']"
Business Analyst,United States,False,Full-time,2023-10-30,135000.0,False,True,0,0,0,0,0,0,"['oracle', 'flow']"
Data Analyst,Hong Kong,False,Full-time,2023-02-24,102500.0,True,False,1,0,0,0,0,0,"['assembly', 'sql', 'sheets']"
Senior Data Analyst,United States,False,Full-time,2023-05-03,87500.0,False,True,1,1,0,0,1,1,"['sql', 'python', 'c#', 'r', 'java', 'power bi', 'ssrs']"
Data Analyst,United States,False,Contractor,2023-01-18,145000.0,False,False,1,1,0,0,1,0,"['sql', 'r', 'python', 'powershell', 'bash', 'sql server', 'postgresql', 'azure', 'oracle', 'windows', 'linux', 'sharepoint']"
Senior Data Analyst,United Arab Emirates,False,Full-time,2023-05-04,111175.0,False,False,0,0,0,1,0,0,"['express', 'sheets', 'tableau']"
Data Analyst,France,False,Full-time,2023-07-20,111175.0,False,False,1,0,1,0,0,0,"['sql', 'excel']"
Data Analyst,United States,False,Full-time,2023-03-30,74315.0,True,True,1,0,0,0,0,0,['sql']
Data Analyst,United States,False,Full-time,2023-05-24,92500.0,False,False,0,0,0,0,0,0,"['outlook', 'spreadsheet', 'jenkins']"
Data Analyst,India,False,Full-time,2023-07-21,111175.0,True,False,1,1,0,0,0,0,"['sql', 'python']"
Data Analyst,United States,False,Full-time and Part-time,2023-10-25,52200.0,False,True,1,1,0,1,0,1,"['python', 'sql', 'airflow', 'tableau', 'power bi']"
Data Analyst,United States,False,Full-time,2023-03-22,125000.0,True,True,1,0,0,0,0,1,"['sql', 'vba', 'powershell', 'bash', 'power bi', 'flow']"
Senior Data Analyst,United States,False,Full-time,2023-10-31,162500.0,True,True,1,0,1,1,0,0,"['sql', 'excel', 'tableau', 'unity']"
Data Analyst,United States,False,Full-time,2023-03-02,52500.0,True,False,0,0,1,1,0,0,"['excel', 'tableau', 'word']"
Data Analyst,United States,True,Full-time,2023-12-22,100000.0,False,False,1,0,0,0,0,0,"['sql', 'oracle', 'atlassian']"
Data Analyst,United Kingdom,False,Full-time,2023-10-06,72500.0,True,False,0,0,0,0,0,0,['phoenix']
Business Analyst,United States,False,Full-time,2023-05-28,51862.75,False,False,1,1,0,0,0,0,"['sql', 'python']"
Data Analyst,United States,False,Full-time,2023-10-20,60000.0,True,False,1,0,0,0,0,0,"['sql', 'sql server', 'oracle', 'windows']"
Data Analyst,Lithuania,False,Full-time,2023-07-14,100500.0,True,False,0,1,0,1,0,1,"['python', 'power bi', 'tableau']"
Senior Data Analyst,United Kingdom,False,Full-time,2023-10-03,78582.9921875,False,False,1,0,0,1,0,0,"['sql', 'tableau']"
Data Analyst,United States,False,Full-time,2023-08-02,60000.0,True,True,0,0,1,0,0,0,['excel']
Data Analyst,United States,False,Full-time,2023-05-25,132500.0,False,True,0,0,1,0,0,0,"['excel', 'powerpoint', 'confluence', 'jira']"
Data Analyst,United States,False,Full-time,2023-01-31,42120.0,False,False,1,1,1,0,1,0,"['r', 'python', 'sql', 'excel', 'ms access', 'word', 'powerpoint']"
Senior Data Analyst,United States,True,Full-time,2023-10-16,122000.0,True,True,1,1,0,0,0,0,"['sql', 'python', 'looker']"
Data Analyst,United States,False,Part-time,2023-08-25,92500.0,False,False,1,1,0,1,1,0,"['r', 'python', 'sql', 'tableau', 'looker']"
Data Analyst,United States,False,Full-time,2023-07-07,67500.0,False,False,1,0,1,0,0,0,"['sql', 'crystal', 'outlook', 'word', 'excel']"
Data Analyst,United States,False,Full-time,2023-07-10,80000.0,True,False,1,0,0,0,0,0,"['sql', 'sql server']"
Data Analyst,Vietnam,False,Full-time,2023-08-15,100500.0,False,False,1,1,0,0,0,0,"['sql', 'python', 'looker', 'word']"
Business Analyst,Australia,True,Full-time,2023-12-30,70000.0,True,False,0,0,0,0,0,0,"['javascript', 'go', 'github', 'notion', 'slack', 'zoom']"
Data Analyst,United States,False,Full-time,2023-06-16,116250.0,False,True,1,1,0,0,1,0,"['python', 'r', 'sql']"
Senior Data Analyst,United States,False,Full-time,2023-01-10,120000.0,False,True,0,0,1,0,0,1,"['oracle', 'excel', 'power bi']"
Data Analyst,Pakistan,False,Full-time,2023-09-04,79200.0,False,False,0,0,1,0,0,0,['excel']
Business Analyst,Vietnam,False,Full-time,2023-06-30,79200.0,False,False,0,0,1,0,0,1,"['java', 'sap', 'excel', 'power bi']"
Business Analyst,United States,False,Full-time,2023-09-06,61000.0,False,True,1,0,1,1,0,0,"['sql', 'excel', 'tableau']"
Data Analyst,United States,False,Full-time,2023-03-10,70000.0,False,False,1,0,0,1,0,1,"['sql', 'sql server', 'ssis', 'ssrs', 'power bi', 'tableau']"
Business Analyst,United States,False,Full-time,2023-08-07,114000.0,False,True,1,1,0,1,0,0,"['sql', 'python', 'databricks', 'redshift', 'spark', 'tableau', 'looker']"
Data Analyst,United States,False,Contractor,2023-06-30,111175.0,False,False,1,1,0,0,1,0,"['python', 'javascript', 'r', 'sql', 'go', 'react', 'flask']"
Data Analyst,United States,False,Full-time,2023-04-06,100700.0,False,False,1,0,0,1,0,0,"['sql', 'sql server', 'azure', 'databricks', 'matplotlib', 'ggplot2', 'word', 'tableau', 'cognos']"
Data Analyst,United States,True,Full-time,2023-09-21,90000.0,False,True,0,0,1,0,0,0,"['excel', 'word', 'powerpoint', 'outlook']"
Data Analyst,United States,False,Full-time,2023-01-22,65000.0,False,True,1,1,1,0,1,0,"['sql', 'python', 'javascript', 'r', 'sas', 'sas', 'c#', 'sql server', 'ms access', 'excel', 'spss']"
Data Analyst,Malta,False,Full-time,2023-04-25,102500.0,False,False,1,1,0,1,0,1,"['sql', 'python', 'pandas', 'power bi', 'tableau']"
Senior Data Analyst,United States,True,Full-time,2023-09-18,157500.0,True,True,1,1,0,0,0,0,"['sql', 'python', 'looker']"
Data Analyst,United States,False,Contractor,2023-08-30,85000.0,False,False,0,0,1,0,0,1,"['excel', 'power bi']"
Data Analyst,United States,False,Full-time,2023-08-31,75000.0,False,False,1,1,0,1,1,0,"['sql', 'python', 'r', 'tableau']"
Data Analyst,United States,False,Full-time,2023-05-31,70000.0,True,False,1,1,0,0,1,0,"['matlab', 'r', 'python', 'sql', 'nosql']"
Data Analyst,United States,False,Full-time,2023-01-11,92500.0,False,False,1,1,0,0,1,0,"['go', 'sql', 'python', 'r']"
Data Analyst,United States,False,Full-time,2023-11-17,80000.0,True,False,1,1,0,0,1,0,"['matlab', 'r', 'python', 'sql', 'nosql']"
Data Analyst,India,False,Full-time,2023-07-31,100500.0,True,False,0,0,1,0,0,0,"['excel', 'qlik', 'looker']"
Data Analyst,United States,False,Full-time,2023-11-26,75000.0,False,True,0,1,0,0,0,0,"['python', 'linux']"
Data Analyst,Singapore,False,Full-time,2023-04-06,72525.0,False,False,1,1,0,0,0,0,"['sql', 'python']"
Data Analyst,United States,False,Full-time,2023-11-26,100000.0,False,True,1,0,0,0,0,0,['sql']
Business Analyst,United States,False,Full-time,2023-10-18,67500.0,False,True,0,0,1,0,0,0,"['go', 'excel', 'word', 'powerpoint']"
Data Analyst,Mexico,False,Full-time,2023-09-12,48500.0,False,False,1,1,0,1,0,0,"['sql', 'python', 'tableau']"
Data Analyst,United States,False,Full-time,2023-08-29,49801.0,False,False,1,0,1,0,0,1,"['sql', 'sharepoint', 'power bi', 'excel']"
Data Analyst,United States,False,Full-time,2023-11-21,120000.0,False,True,0,0,0,1,0,1,"['power bi', 'tableau']"
Data Analyst,United Kingdom,False,Full-time,2023-12-15,86400.0,False,False,0,1,0,0,1,0,"['python', 'r', 'azure', 'databricks', 'sap']"
Data Analyst,United States,False,Full-time,2023-09-07,65000.0,False,True,0,0,1,0,0,0,"['assembly', 'excel', 'spreadsheet', 'outlook']"
Data Analyst,United States,False,Full-time,2023-06-21,61250.0,False,False,0,1,0,0,0,0,"['mongo', 'powershell', 'javascript', 'html', 'python', 'aws', 'azure', 'linux', 'kubernetes']"
Data Analyst,United States,False,Full-time,2023-10-02,77150.0,False,True,1,0,0,0,0,0,['sql']
Senior Data Analyst,France,False,Full-time,2023-01-23,111175.0,True,False,1,1,0,0,1,0,"['sql', 'r', 'python']"
Data Analyst,United States,False,Full-time,2023-01-30,60500.0,True,False,0,0,0,0,0,0,['express']
Data Analyst,United States,False,Full-time,2023-11-15,80000.0,True,False,1,0,0,0,0,0,['sql']
Data Analyst,United States,False,Full-time,2023-04-25,70000.0,True,False,1,1,0,0,1,0,"['matlab', 'r', 'python', 'sql', 'nosql']"
Data Analyst,United States,False,Full-time,2023-02-10,65000.0,False,True,1,0,0,1,0,1,"['sql', 'sql server', 'ssis', 'ssrs', 'power bi', 'tableau']"
Data Analyst,United States,False,Full-time,2023-08-30,95298.5,False,False,1,1,0,1,1,1,"['sql', 'r', 'python', 'oracle', 'tableau', 'power bi', 'sharepoint']"
Data Analyst,United States,False,Full-time,2023-06-21,80000.0,False,True,1,0,1,0,0,1,"['sql', 'sas', 'sas', 'excel', 'spss', 'power bi']"
Senior Data Analyst,United States,False,Full-time,2023-03-23,95500.0,False,False,1,0,1,0,0,1,"['sql', 'sql server', 'snowflake', 'power bi', 'ssis', 'excel', 'word', 'powerpoint', 'visio']"
Data Analyst,United States,False,Full-time,2023-06-26,75000.0,False,False,0,0,1,1,0,0,"['excel', 'tableau']"
Data Analyst,United States,False,Contractor,2023-03-14,56000.0,True,False,0,0,1,0,0,0,"['excel', 'smartsheet']"
Data Analyst,France,False,Full-time,2023-06-13,56700.0,False,False,1,1,0,1,0,0,"['sql', 'python', 'tableau']"
Data Analyst,United States,False,Full-time,2023-11-29,120000.0,True,False,0,0,0,0,0,0,['aws']
Data Analyst,United States,False,Full-time,2023-10-26,130000.0,True,False,1,0,0,1,0,1,"['sql', 'looker', 'tableau', 'power bi']"
Data Analyst,United States,False,Full-time,2023-11-22,112350.0,False,False,1,1,0,1,1,1,"['r', 'python', 'sql', 'vba', 'tableau', 'power bi']"
Data Analyst,United States,False,Full-time,2023-05-04,59785.0,False,True,1,0,0,1,0,0,"['sas', 'sas', 'sql', 'tableau']"
Business Analyst,United States,False,Full-time,2023-11-20,95000.0,False,False,1,1,0,0,1,0,"['python', 'r', 'sql']"
Data Analyst,United States,False,Full-time,2023-02-16,70000.0,True,False,1,0,0,0,0,0,['sql']
Senior Data Analyst,United States,False,Full-time,2023-03-24,83500.0,False,True,1,1,1,1,1,0,"['r', 'python', 'sql', 'snowflake', 'azure', 'databricks', 'scikit-learn', 'excel', 'tableau', 'git']"
Data Analyst,United States,False,Full-time,2023-05-10,97500.0,False,True,1,0,1,0,0,0,"['sql', 'go', 'word', 'excel', 'powerpoint']"
Data Analyst,United States,False,Full-time,2023-06-22,81000.0,False,True,1,0,1,0,0,0,"['sql', 'excel', 'word', 'powerpoint']"
Data Analyst,United Kingdom,False,Full-time,2023-05-10,70000.0,False,True,0,0,0,0,0,0,['assembly']
Data Analyst,India,False,Full-time,2023-05-10,165000.0,False,False,1,1,0,0,0,1,"['python', 'nosql', 'sql', 'scala', 'shell', 'databricks', 'snowflake', 'aws', 'oracle', 'spark', 'kafka', 'pyspark', 'pandas', 'airflow', 'linux', 'unix', 'power bi', 'flow', 'jenkins', 'gitlab']"
Data Analyst,United States,False,Full-time,2023-12-01,38750.0,True,True,0,0,1,0,0,0,['excel']
Business Analyst,Japan,False,Full-time,2023-05-12,79200.0,False,False,1,0,0,0,0,0,['sql']
Business Analyst,United States,False,Full-time and Part-time,2023-11-26,90000.0,False,True,0,1,1,0,1,0,"['python', 'r', 'powerpoint', 'excel']"
Data Analyst,United States,False,Full-time,2023-02-13,52000.0,False,False,1,0,1,0,0,0,"['sql', 'word', 'powerpoint', 'excel', 'cognos']"
Senior Data Analyst,United States,False,Full-time,2023-08-04,95000.0,False,True,1,1,0,1,1,1,"['sql', 'python', 'r', 'tableau', 'power bi']"
Senior Data Analyst,United States,False,Full-time,2023-10-06,132000.0,True,True,1,1,0,1,0,0,"['python', 'sql', 'pyspark', 'looker', 'tableau', 'zoom']"
Business Analyst,Singapore,False,Full-time,2023-01-20,79200.0,False,False,0,0,0,0,0,0,['powerpoint']
Senior Data Analyst,United States,False,Full-time,2023-05-08,129000.0,False,True,1,0,1,1,0,0,"['sql', 'snowflake', 'tableau', 'excel']"
Data Analyst,United States,False,Full-time,2023-07-12,137280.0,False,False,1,1,0,0,1,0,"['sql', 'java', 'python', 'r']"
Senior Data Analyst,United States,False,Full-time,2023-06-29,88500.0,False,False,1,0,1,0,0,0,"['sql', 'hadoop', 'excel', 'jira']"
Senior Data Analyst,United States,True,Full-time,2023-06-23,130000.0,False,True,1,0,0,0,0,0,"['sql', 't-sql', 'sql server', 'ssis']"
Data Analyst,United States,False,Full-time,2023-10-05,110000.0,False,False,1,0,1,0,0,1,"['sql', 'sql server', 'azure', 'power bi', 'excel', 'dax']"
Data Analyst,United States,True,Full-time,2023-01-23,105000.0,True,False,1,0,0,0,0,0,"['sql', 'azure']"
Business Analyst,United States,False,Full-time,2023-09-18,57500.0,False,True,1,0,1,0,0,0,"['sql', 'excel', 'visio']"
Data Analyst,United States,False,Full-time,2023-01-18,130000.0,True,False,1,0,0,1,0,0,"['sql', 'tableau']"
Data Analyst,United States,False,Full-time,2023-11-09,30000.0,False,False,0,0,1,0,0,0,['excel']
Data Analyst,United States,False,Full-time,2023-07-17,137500.0,True,True,0,0,0,0,0,0,['c']
Data Analyst,United States,True,Full-time,2023-06-22,82500.0,False,True,1,1,0,1,0,0,"['sql', 'python', 'looker', 'tableau']"
Data Analyst,United States,False,Full-time,2023-08-18,62500.0,True,False,0,0,0,1,0,0,['tableau']
Data Analyst,South Korea,False,Full-time,2023-08-25,111175.0,False,False,0,1,0,1,1,1,"['python', 'r', 'spark', 'airflow', 'tableau', 'power bi', 'github']"
Data Analyst,United States,False,Full-time,2023-11-28,70100.0,False,True,1,0,1,1,0,0,"['sql', 'oracle', 'hadoop', 'express', 'tableau', 'excel']"
Senior Data Analyst,United States,True,Full-time,2023-01-11,130000.0,False,False,1,1,1,1,1,0,"['sql', 'vba', 'python', 'r', 'sas', 'sas', 'c++', 'java', 'sql server', 'oracle', 'ms access', 'excel', 'spss', 'tableau']"
Data Analyst,United States,False,Full-time,2023-03-13,67500.0,False,True,1,0,1,0,0,0,"['sql', 'excel']"
Senior Data Analyst,United States,False,Full-time,2023-04-12,111175.0,False,False,1,1,1,1,0,1,"['sql', 'python', 'visio', 'sharepoint', 'excel', 'power bi', 'tableau', 'jira']"
Data Analyst,United States,True,Contractor,2023-02-01,95000.0,True,False,1,0,1,0,0,1,"['sql', 'excel', 'power bi']"
Business Analyst,United States,False,Full-time,2023-10-12,77500.0,False,False,0,0,1,0,0,0,"['go', 'excel', 'word', 'outlook', 'powerpoint', 'flow']"
Data Analyst,United States,False,Full-time,2023-11-29,75000.0,True,True,1,0,1,0,0,0,"['sql', 'visual basic', 'word', 'excel', 'powerpoint', 'flow', 'jira', 'smartsheet']"
Data Analyst,United States,False,Full-time,2023-01-24,51014.0,False,False,1,0,0,1,0,1,"['sql', 'qlik', 'tableau', 'power bi']"
Senior Data Analyst,United States,False,Full-time,2023-04-26,87006.375,True,True,1,0,1,0,0,1,"['sql', 'power bi', 'excel', 'flow']"
Business Analyst,United Kingdom,False,Full-time,2023-05-17,75000.0,False,True,0,0,1,0,0,0,['excel']
Data Analyst,United States,False,Contractor,2023-03-17,85000.0,True,True,1,0,1,1,0,1,"['sql', 'excel', 'tableau', 'power bi', 'powerpoint', 'visio']"
Data Analyst,Singapore,False,Full-time,2023-01-23,111175.0,False,False,0,0,1,1,0,0,"['excel', 'word', 'powerpoint', 'tableau']"
Data Analyst,United States,False,Full-time,2023-04-26,115000.0,False,False,1,1,0,0,1,1,"['sql', 'python', 'r', 'power bi']"
Data Analyst,Mexico,False,Full-time,2023-11-09,63000.0,False,False,0,0,0,0,0,0,"['shell', 'swift', 'flow']"
Data Analyst,United States,False,Full-time,2023-01-04,105000.0,False,False,1,0,1,1,0,0,"['sql', 'oracle', 'tableau', 'excel']"
Data Analyst,Mexico,False,Full-time,2023-01-24,147500.0,True,False,1,1,0,0,0,0,"['sql', 'python', 'scala', 'looker']"
Data Analyst,United States,False,Full-time,2023-02-06,65000.0,False,False,1,1,0,1,1,1,"['sql', 'sas', 'sas', 'r', 'python', 'power bi', 'tableau', 'spss']"
Data Analyst,United States,False,Full-time,2023-07-07,110000.0,True,False,0,0,0,0,0,0,['sap']
Data Analyst,United States,False,Full-time,2023-01-06,55000.0,False,False,0,0,1,1,0,0,"['word', 'excel', 'powerpoint', 'outlook', 'tableau']"
Data Analyst,United States,False,Full-time,2023-09-25,102500.0,False,True,1,0,1,1,0,0,"['sql', 'excel', 'tableau', 'spss']"
Data Analyst,United States,False,Full-time,2023-04-26,95000.0,False,True,1,0,0,1,0,1,"['sql', 'power bi', 'tableau']"
Data Analyst,United States,False,Full-time,2023-04-25,73500.0,False,False,0,0,1,0,0,0,"['excel', 'wire']"
Data Analyst,United States,False,Full-time,2023-01-20,61266.3984375,False,False,1,0,0,1,1,1,"['r', 'sql', 'tableau', 'power bi', 'spss']"
Data Analyst,United States,False,Full-time,2023-02-06,70000.0,True,False,1,0,0,0,0,0,['sql']
Senior Data Analyst,United States,False,Full-time,2023-09-25,85218.5,False,True,1,0,1,0,0,1,"['sql', 'power bi', 'excel']"
Data Analyst,United States,False,Full-time,2023-08-12,171500.0,False,True,1,1,0,0,1,0,"['sql', 'python', 'r']"
Data Analyst,United States,False,Contractor,2023-08-16,73782.5,False,False,1,0,1,0,0,0,"['sql', 'excel', 'visio', 'powerpoint']"
Data Analyst,Hungary,False,Full-time,2023-04-22,89100.0,False,False,0,1,0,1,0,0,"['python', 'hadoop', 'tableau', 'git', 'jira']"
Data Analyst,United States,False,Full-time,2023-07-25,80000.0,False,False,1,1,1,1,1,0,"['sas', 'sas', 'sql', 'r', 'python', 'tableau', 'word', 'excel', 'outlook']"
Senior Data Analyst,United States,False,Full-time,2023-10-10,130000.0,False,True,1,1,0,1,1,1,"['sql', 'python', 'r', 'snowflake', 'pandas', 'numpy', 'matplotlib', 'tableau', 'sheets', 'power bi', 'looker', 'git', 'gitlab', 'jira', 'confluence', 'slack']"
Data Analyst,United States,False,Full-time,2023-05-16,52500.0,True,False,1,0,1,0,0,0,"['sql', 'excel']"
Data Analyst,United States,True,Full-time,2023-09-20,70000.0,False,True,1,1,1,0,1,0,"['sql', 'r', 'python', 'excel']"
Senior Data Analyst,United States,False,Full-time,2023-03-08,55000.0,False,False,1,1,0,0,1,1,"['sql', 'python', 'r', 'databricks', 'power bi']"
Data Analyst,United States,False,Full-time,2023-09-02,72500.0,True,False,1,0,0,0,0,0,"['sql', 'oracle', 'ms access']"
Senior Data Analyst,United Kingdom,False,Full-time,2023-01-02,126815.0,False,False,1,1,0,0,0,0,"['sql', 'shell', 'python', 'oracle', 'hadoop', 'spark', 'unix', 'linux']"
Data Analyst,India,False,Full-time,2023-04-21,50400.0,True,False,0,0,1,0,0,0,"['go', 'excel', 'word', 'powerpoint']"
Business Analyst,United States,False,Full-time,2023-09-08,81938.0,False,True,0,0,1,1,0,1,"['oracle', 'excel', 'microstrategy', 'tableau', 'power bi']"
Data Analyst,United States,False,Full-time,2023-01-24,96500.0,False,True,1,1,1,1,0,0,"['python', 'sql', 'tableau', 'excel', 'word', 'powerpoint', 'outlook']"
Data Analyst,United Kingdom,False,Full-time,2023-03-07,80000.0,False,False,1,0,0,0,0,1,"['sql', 'phoenix', 'power bi', 'flow']"
Data Analyst,United States,False,Full-time,2023-06-16,116250.0,False,True,1,1,0,0,1,0,"['python', 'r', 'sql']"
Data Analyst,Netherlands,False,Full-time,2023-06-21,177283.0,False,False,0,0,0,0,0,0,"['nosql', 'aws', 'azure', 'hadoop', 'spark']"
Senior Data Analyst,United States,False,Full-time,2023-02-11,63000.0,False,True,1,0,0,1,0,1,"['sql', 't-sql', 'sql server', 'oracle', 'ssis', 'ssrs', 'power bi', 'tableau', 'flow']"
Senior Data Analyst,India,False,Full-time,2023-03-13,147500.0,False,False,1,0,0,0,0,0,"['sql', 'snowflake', 'aws', 'looker']"
Data Analyst,United States,False,Full-time,2023-04-20,70000.0,False,False,0,0,1,0,0,0,['excel']
Senior Data Analyst,United States,False,Full-time,2023-03-23,71850.0,False,True,1,0,1,0,0,0,"['sql', 'visual basic', 'vba', 'ms access', 'excel']"
Data Analyst,United States,False,Full-time and Contractor,2023-10-05,85000.0,True,True,1,0,0,0,0,0,"['sql', 'sql server', 'db2', 'sap']"
Data Analyst,United States,False,Full-time,2023-03-10,65000.0,False,True,1,0,0,1,0,1,"['sql', 'sql server', 'ssis', 'ssrs', 'power bi', 'tableau']"
Data Analyst,United States,False,Full-time,2023-08-15,76716.0,False,False,0,0,1,0,0,0,"['assembly', 'word', 'excel', 'powerpoint', 'cognos']"
Data Analyst,United States,True,Full-time,2023-09-20,102250.0,False,False,1,1,0,0,0,0,"['sql', 'python']"
Data Analyst,United States,False,Full-time,2023-06-12,66444.5,False,True,1,0,1,1,0,1,"['sql', 'dart', 'excel', 'powerpoint', 'word', 'power bi', 'tableau', 'sap']"
Senior Data Analyst,India,False,Full-time,2023-11-24,119250.0,True,False,1,0,1,0,0,0,"['sql', 'unix', 'excel']"
Data Analyst,United States,False,Full-time,2023-08-15,65000.0,False,False,1,0,0,0,0,1,"['sql', 'power bi']"
Data Analyst,United States,True,Full-time,2023-12-20,97070.5,False,True,1,0,0,0,0,0,['sql']
Data Analyst,United States,False,Full-time,2023-01-22,65000.0,False,True,1,1,1,0,1,0,"['sql', 'python', 'javascript', 'r', 'sas', 'sas', 'c#', 'sql server', 'ms access', 'excel', 'spss']"
Data Analyst,United States,False,Full-time and Part-time,2023-11-22,111500.0,False,True,1,1,0,1,0,0,"['sql', 'python', 'azure', 'ibm cloud', 'tableau', 'jira']"
Data Analyst,United States,False,Full-time,2023-11-26,75000.0,False,False,0,0,0,0,0,0,['sharepoint']
Senior Data Analyst,United States,True,Full-time,2023-12-27,70842.9609375,False,True,0,0,0,0,0,0,"['shell', 'oracle', 'express', 'unix']"
Data Analyst,Romania,False,Full-time,2023-10-10,109120.0,True,False,0,0,1,1,0,0,"['vba', 'javascript', 'excel', 'tableau']"
Data Analyst,United States,False,Full-time,2023-10-20,71002.0,True,False,1,0,0,0,0,1,"['sql', 'go', 'power bi', 'microstrategy']"
Data Analyst,United States,False,Full-time,2023-08-30,65000.0,False,False,1,0,0,1,0,0,"['sql', 'tableau']"
Senior Data Analyst,United States,True,Full-time,2023-11-17,120000.0,True,False,1,1,0,0,0,0,"['sql', 'python', 'snowflake', 'looker']"
Senior Data Analyst,Germany,False,Full-time,2023-01-18,111175.0,False,False,0,0,1,0,0,0,"['snowflake', 'excel']"
Business Analyst,United States,True,Full-time,2023-09-15,90000.0,False,False,0,0,1,0,0,0,"['outlook', 'excel', 'word', 'powerpoint']"
Data Analyst,United States,False,"Full-time, Contractor, and Internship",2023-11-03,65000.0,False,False,1,0,0,1,0,1,"['sql', 'sql server', 'ssis', 'ssrs', 'power bi', 'tableau']"
Data Analyst,United States,False,Contractor,2023-01-05,91000.0,False,False,1,0,0,0,0,0,"['sql', 'java', 'visio', 'flow']"
Data Analyst,United States,True,Full-time,2023-07-17,140000.0,True,True,1,1,0,0,1,0,"['sql', 'r', 'python', 'snowflake']"
Senior Data Analyst,United States,False,Full-time,2023-04-13,150000.0,False,True,1,1,0,1,1,1,"['sql', 'python', 'scala', 'r', 'spark', 'node', 'power bi', 'tableau']"
Data Analyst,United States,False,Full-time,2023-01-08,50000.0,True,True,0,0,0,0,0,0,"['sap', 'planner']"
Senior Data Analyst,Spain,False,Full-time,2023-06-28,111175.0,False,False,1,0,0,0,0,0,['sql']
Business Analyst,United Kingdom,False,Full-time,2023-04-14,75000.0,False,True,0,0,1,0,0,0,['excel']
Data Analyst,United States,False,Full-time,2023-01-25,62500.0,False,True,1,0,1,0,0,0,"['sql', 'visual basic', 'excel', 'spss']"
Business Analyst,United States,False,Full-time,2023-06-23,95000.0,False,False,0,0,1,0,0,1,"['go', 'excel', 'power bi', 'powerpoint', 'word', 'sap']"
Data Analyst,United States,False,Full-time,2023-02-15,55000.0,True,True,1,0,1,0,0,1,"['sql', 'excel', 'power bi']"
Data Analyst,United States,True,Full-time,2023-06-09,76364.5,False,True,1,0,1,0,0,0,"['vba', 'sql', 'c', 'excel', 'word', 'powerpoint', 'sharepoint']"
Data Analyst,Spain,False,Full-time,2023-12-27,155000.0,False,False,0,1,0,0,0,0,"['python', 'smartsheet']"
Data Analyst,United States,False,Full-time,2023-07-12,66444.5,False,True,1,0,1,1,0,1,"['sql', 'dart', 'excel', 'powerpoint', 'word', 'power bi', 'tableau']"
Data Analyst,United States,False,Full-time,2023-04-28,73000.0,False,False,1,1,1,0,0,1,"['python', 'perl', 'sql', 'excel', 'power bi']"
Data Analyst,United States,False,Full-time,2023-06-26,165000.0,True,True,0,0,0,1,0,0,"['hadoop', 'tableau', 'splunk']"
Data Analyst,United States,False,Full-time,2023-08-03,124000.0,False,True,1,1,0,1,0,0,"['sql', 'python', 'sql server', 'oracle', 'aws', 'unix', 'tableau', 'visio', 'flow']"
Data Analyst,United States,False,Full-time,2023-11-26,100000.0,False,True,0,1,0,0,1,0,"['java', 'c++', 'python', 'r', 'git']"
Business Analyst,United States,False,Full-time,2023-10-24,97500.0,False,True,1,1,0,0,0,0,"['sql', 'python']"
Data Analyst,United Kingdom,False,Full-time,2023-03-14,48790.0,False,False,0,0,0,0,0,0,['flow']
Business Analyst,Latvia,False,Full-time,2023-07-18,80850.0,False,False,0,0,0,0,0,0,['go']
Data Analyst,United States,False,Full-time,2023-01-22,65000.0,False,True,1,1,1,0,1,0,"['sql', 'python', 'javascript', 'r', 'sas', 'sas', 'c#', 'sql server', 'ms access', 'excel', 'spss']"
Data Analyst,United States,False,Full-time,2023-02-16,122500.0,False,True,1,1,1,0,1,0,"['sql', 'python', 'r', 'html', 'javascript', 'css', 'jquery', 'word', 'excel', 'powerpoint', 'spss', 'sheets', 'spreadsheet']"
Business Analyst,United States,False,Full-time,2023-03-17,68500.0,False,False,0,0,1,0,0,1,"['sas', 'sas', 'power bi', 'sap', 'excel', 'dax']"
Data Analyst,United States,False,Contractor,2023-01-18,82500.0,False,False,0,0,1,0,0,0,['excel']
Data Analyst,United States,False,Full-time,2023-07-11,56250.0,False,True,0,0,0,0,0,0,"['visio', 'sharepoint']"
Data Analyst,United States,False,Full-time,2023-01-12,100000.0,False,False,1,1,0,0,0,0,"['sql', 'python', 'looker']"
Data Analyst,United States,False,Full-time,2023-01-13,85000.0,True,False,1,0,1,1,0,1,"['sql', 'excel', 'power bi', 'tableau']"
Data Analyst,United States,False,Full-time,2023-04-05,65000.0,False,False,1,1,1,1,0,0,"['go', 'sql', 'python', 'excel', 'tableau']"
Data Analyst,United States,False,Full-time,2023-11-16,59000.0,False,False,0,0,1,0,0,0,['excel']
